"","Name","Size","Sector","Country","Country Status","Region","Date Added","Title","Publication Year","Type","Report Pdf Address","Report Html Address","Adherence Level","Status","Application Level","Sector Supplements (Final)","GRI Content Index URL","Integrated","Organization type","Listed/Non-listed","OECD","UNGC","CDP","IFC","ISO","External Assurance","Type of Assurance Provider","Assurance Provider","Stakeholder Panel/ Expert Opinion","Assurance Scope","Level of Assurance","Assurance Standard: AA1000 AS","Assurance Stanadard: ISAE3000","Assurance Standard: national (general)","Assurance Standard: national (sustainability)","Materiality Matters Check","GRI Service","Featured Report?","OS","GOLD Community","SDGs"
"223","Athens International Airport S.A.","Large","Aviation","Greece","OECD","Europe","13-8-2012","Corporate Responsibility Report 2011",2012,"GRI - G3.1","http://ebook.aia.gr/files/ebooks/PBM/CORPORATE%20RESPONSIBILITY%202011%202.indd.pdf","http://ebook.aia.gr/?id=202",NA,"Self-declared","A+","Airport Operators",NA,"No","Private company","Non-listed","No","Yes","No","No","Yes","Yes","Accountant","KPMG","No","Entire sustainability report","Limited/ Moderate","Yes","No","No","No",NA,NA,NA,NA,NA,NA
"224","Auckland International Airport Limited","Large","Aviation","New Zealand","OECD","Oceania","14-5-2013","Wider Ambition Annual Report 2012",2012,"Non - GRI","http://www.aucklandairport.co.nz/~/media/Files/Annual%20Report/Auckland_Airport_Annual_Report_2012.pdf",NA,NA,NA,NA,"Not Used",NA,"Yes","Private company","Listed","No","No","Yes","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"225","Austin-Bergstrom International Airport (ABIA)","Large","Aviation","United States of America","OECD","Northern America","5-4-2012","Annual Sustainability Report",2012,"Citing-GRI",NA,"http://issuu.com/austin-bergstrom-international/docs/2012_abia_sustainability_report?mode=window&pageNumber=1",NA,NA,NA,"Not Used",NA,"No","State-owned company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"226","Avianca Holdings S.A.","Large","Aviation","Colombia","DAC-UMICT","Latin America & the Caribbean","27-3-2013","Informe de responsabilidad social y sostenibilidad 2011",2012,"Non - GRI","http://www.aviancataca.com/lang/es/ri/documentos/Informe_de_Resposabilidad_Social_y_Sostenibilidad.pdf","http://www.aviancataca.com/lang/es/ri/documentos/Informe_de_Resposabilidad_Social_y_Sostenibilidad.pdf",NA,NA,NA,NA,NA,"No","Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"227","Aviation Industry Corporation of China (AVIC)","Large","Aviation","Mainland China","DAC-UMICT","Asia","8-10-2015","2011 CSR Report",2012,"GRI - G3.1","http://www.avic.com/images/shzrbg2011.pdf",NA,NA,NA,"Undeclared","Not Applicable",NA,"No","State-owned company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"228","Boeing","MNE","Aviation","United States of America","OECD","Northern America","4-3-2015","2012 Environment Report",2012,"Non - GRI","http://www.boeing.com/aboutus/environment/environment_report_12/2012_environment_report.pdf",NA,NA,NA,NA,NA,NA,"No","Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"229","Budapest Airport","Large","Aviation","Hungary","OECD","Europe","27-3-2013","CSR Report",2012,"Non - GRI",NA,"http://bud.hu/english/budapest-airport/environment_and_sustainability/the-bud-sustainability-report-covers-the-2011-business-year-11312.html",NA,NA,NA,NA,NA,"No","Private company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"230","Cargolux Airlines International","Large","Aviation","Luxembourg","OECD","Europe","18-6-2014","Annual Report 2011",2012,"GRI - G3","http://www.cargolux.com//ftp/press/Annual%20Reports/pdfs/AR2011.pdf","http://www.cargolux.com/NewsPublicat/?mid=2&module=2",NA,"Third-party-checked","C+","Not Applicable",NA,"No","Private company","Non-listed","No","Yes","No","No","No","Yes","Accountant","Ernst & Young","No","Entire sustainability report","Limited/ Moderate","No","Yes","No","No",NA,NA,NA,NA,NA,NA
"231","Cathay Pacific Airways","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","3-7-2012","En route to Sustainability",2012,"GRI - G3.1","http://downloads.cathaypacific.com/cx/aboutus/sd/2011/pdf/CX_SDR11_Full.pdf","http://www.cathaypacific.com/sdreport",NA,"GRI-checked","A+","Not Used","http://www.cathaypacific.com/sdreport","No","Private company","Listed","No","No","Yes","No","No","Yes","Accountant","PricewaterhouseCoopers",NA,"Specified section(s)","Limited/ Moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","China Aerospace Science and Technology Corporation","Large","Aviation","Mainland China","DAC-UMICT","Asia","12-8-2012","CSR Report 2011",2012,"GRI - G3",NA,"http://www.sustainabilityreport.cn/ReportShow.asp?ReportId=3515",NA,NA,"Undeclared","Not Applicable",NA,"No","State-owned company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"233","China Eastern Airlines","Large","Aviation","Mainland China","DAC-UMICT","Asia","14-6-2012","Social Responsibility Report 2011",2012,"GRI - G3",NA,"http://www.sustainabilityreport.cn/ReportShow.asp?ReportId=3127",NA,NA,"Undeclared","Not Applicable","http://www.sustainabilityreport.cn/ReportShow.asp?ReportId=3127","No","State-owned company","Listed","No","Yes","No","No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","China National Aviation Fuel Group (CNAF)","Large","Aviation","Mainland China","DAC-UMICT","Asia","8-1-2017","Corporate Social Responsibility 2011",2012,"GRI - G3",NA,NA,NA,NA,"Undeclared","Not Used",NA,"No","Private company","Non-listed","No","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"235","China Southern Airlines","Large","Aviation","Mainland China","DAC-UMICT","Asia","15-6-2012","Social Responsibility Report 2011",2012,"Citing-GRI",NA,"http://www.sustainabilityreport.cn/ReportShow.asp?ReportId=3204",NA,NA,NA,NA,NA,"No","State-owned company","Listed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Christchurch International Airport","Large","Aviation","New Zealand","OECD","Oceania","14-5-2013","Annual Report 2012",2012,"Non - GRI","http://www.christchurchairport.co.nz/media/557923/cial_annual_report_2012.pdf","http://www.christchurchairport.co.nz/media/557923/cial_annual_report_2012.pdf",NA,NA,NA,"Not Used",NA,"Yes","State-owned company","Non-listed","No","No","No","No","No","Yes","Small consultancy/ boutique firm","Other","No","GHG only","Not specified","No","No","No","No",NA,NA,NA,NA,NA,NA
"237","Comair","Large","Aviation","South Africa","DAC-UMICT","Africa","21-2-2014","Integrated Annual Report 2012",2012,"GRI - G3.1","http://www.comair.co.za/Media/Comair/files/2012/Comair%20Limited%20Intergrated%20Annual%20Report%202012.pdf",NA,NA,"Self-declared","C+","Not Applicable",NA,"Yes","Private company","Non-listed","No","No","No","No","No","Yes","Accountant","Other","No","Specified section(s)","Limited/ Moderate","No","Yes","No","No",NA,NA,NA,NA,NA,NA
"238","Commercial Aircraft Corporation of China","Large","Aviation","Mainland China","DAC-UMICT","Asia","11-10-2012","CSR Report 2011",2012,"GRI - G3.1","http://www.comac.cc/video/zerenbaogao.pdf",NA,NA,NA,"Undeclared","Not Applicable",NA,"No","State-owned company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"239","Dallas/Fort Worth International Airport","Large","Aviation","United States of America","OECD","Northern America","27-3-2013","Trusted with Tomorrow: DFW International Airport Sustainability Report",2012,"GRI - G3.1",NA,"http://www.dfwairport.com/sustainability/report/",NA,"Self-declared","C","Not Applicable",NA,"No","Public institution","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"240","Delta Air Lines","Large","Aviation","United States of America","OECD","Northern America","27-3-2013","2011 Corporate Responsibility Report",2012,"GRI - G3.1",NA,"http://news.delta.com/index.php?s=18&cat=49",NA,"Self-declared","B","Not Applicable",NA,"No","Private company","Listed","No","No","Yes","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"241","El Al","Large","Aviation","Israel","OECD","Asia","8-4-2013","CSR Report 2011",2012,"GRI - G3","http://www.elal.co.il/NR/rdonlyres/8ED0549D-69ED-4AFF-A1C5-9DAEBC7C755D/0/ELAL_CSRreport2011_web_LR.pdf",NA,NA,"Self-declared","C","Not Used",NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"242","Embraer","MNE","Aviation","Brazil","DAC-UMICT","Latin America & the Caribbean","29-4-2013","Annual Report 2011",2012,"GRI - G3","http://www.embraer.com/Documents/Relatorio_Anual_2011_Ing.pdf",NA,NA,"Self-declared","B","Not Applicable",NA,"Yes","Private company","Listed","No","Yes","Yes","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"243","Etihad Airways","Large","Aviation","United Arab Emirates","Non-OECD / Non-DAC","Asia","8-10-2013","2011 Corporate Social Responsibility Report",2012,"GRI - G3","https://www.etihadairways.com/sites/Etihad/Etihad%20Images/Resources/csr-2011-english.pdf",NA,NA,NA,"Undeclared","Not Applicable",NA,"No","State-owned company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"244","Exelis","MNE","Aviation","United States of America","OECD","Northern America","15-2-2016","2011 Corporate Responsibility Report",2012,"Citing-GRI","http://www.exelisinc.com/company/corpresp/CR%20Information/2011%20Corporate%20Responsibility%20Report.pdf",NA,NA,NA,NA,NA,NA,NA,"Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"245","FAI rent a-jet","SME","Aviation","Germany","OECD","Europe","8-9-2015","Chairman's Report to Stakeholders 2012",2012,"Non - GRI",NA,"https://www.unglobalcompact.org/system/attachments/16513/original/COP_2012_FAI_rent-a-jet_AG.pdf?1342190276",NA,NA,NA,NA,NA,NA,"Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"246","Finavia","Large","Aviation","Finland","OECD","Europe","12-8-2013","Finavia Oyj Vuosikertomus 2011",2012,"GRI - G3.1","https://www.finavia.fi/files/finavia2/vuosikertomukset_pdf/105621_Finavia_vsk2011_FI_LR.pdf",NA,NA,"Third-party-checked","C","Airport Operators",NA,"Yes","State-owned company","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"247","Finnair","Large","Aviation","Finland","OECD","Europe","11-10-2012","Sustainability 2011",2012,"GRI - G3","http://www.finnairgroup.com/linked/fi/konserni/Finnair_Yhteiskuntavastuuraportti_2011.pdf","http://www.finnairgroup.com/yhteiskunta/yhteiskunta_8.html",NA,"Third-party-checked","A","Not Used",NA,"No","State-owned company","Listed","No","No","Yes","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"248","Fraport AG","Large","Aviation","Germany","OECD","Europe","3-7-2012","Nachhaltig verbinden - Bericht 2012",2012,"GRI - G3.1","http://ir2.flife.de/data/fraport_csr/igb_html/pdf/1000002_d-center_e.pdf","http://ir2.flife.de/data/fraport_csr/igb_html/index.php?bericht_id=1000002&lang=DEU",NA,"GRI-checked","A+","Airport Operators","http://ir2.flife.de/data/fraport_csr/igb_html/pdf/GRI_Content_Index_2011_e.pdf","Yes","Private company","Listed","No","Yes","Yes","No","No","Yes","Accountant","KPMG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","GOL","Large","Aviation","Brazil","DAC-UMICT","Latin America & the Caribbean","20-5-2014","Relatório de Sustentabilidade 2011",2012,"GRI - G3",NA,NA,NA,"Self-declared","B+","Not Applicable",NA,"No","Private company","Listed","No","No","No","No","No","Yes","Accountant","Deloitte","Yes","Entire sustainability report","Limited/ Moderate","No","Yes","No","No",NA,NA,NA,NA,NA,NA
"250","HAESL (Hong Kong Aero Engines Services Limited)","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","24-2-2016","Sustainable Development Report 2011",2012,"GRI - G3.1","http://www.haesl.com/pdf/en/2011-sd-report-en.pdf",NA,NA,"Third-party-checked","B+","Not Applicable",NA,"No","Private company","Non-listed","No","No","No","No","No","Yes","Small consultancy/ boutique firm","Other","No","Entire sustainability report","Not specified","Yes","No","No","No",NA,NA,NA,NA,NA,NA
"251","Hartsfield?Jackson Atlanta International Airport","Large","Aviation","United States of America","OECD","Northern America","3-4-2013","2011 Sustainability Report for Hartsfield-Jackson Atlanta International Airport",2012,"GRI - G3.1","http://www.atlanta-airport.com/docs/Airport/Sustainability/2011%20Annual%20Sustainability%20Report%2011-15-12.pdf",NA,NA,"GRI-checked","B+","Airport Operators",NA,"No","Public institution","Non-listed","No","No","No","No","No","Yes","Small consultancy/ boutique firm","Other","No","Entire sustainability report","Limited/ Moderate","Yes","No","No","No",NA,NA,NA,NA,NA,NA
"252","Heathrow Airport","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","13-8-2012","Sustainability Report 2011",2012,"Non - GRI","http://www.heathrowairport.com/about-us/community-and-environment/sustainability#Sustainabilityreporting","http://www.heathrowairport.com/about-us/community-and-environment/sustainability/#Sustainabilityreporting",NA,NA,NA,NA,NA,"No","Private company","Non-listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"253","HNA Group","Large","Aviation","Mainland China","DAC-UMICT","Asia","26-9-2012","CSR Report 2011",2012,"GRI - G3",NA,"http://www.sustainabilityreport.cn/ReportShow.asp?ReportId=3553",NA,NA,"Undeclared","Not Applicable","http://www.sustainabilityreport.cn/ReportShow.asp?ReportId=3553","No","State-owned company","Non-listed","No","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"254","Hong Kong Aircraft Engineering Company (HAECO)","Large","Aviation","Hong Kong","Non-OECD / Non-DAC","Asia","29-10-2013","Sustainable Development Report 2011",2012,"GRI - G3.1","http://www.haeco.com/about_haeco/HAECO%202011%20SD%20Report.pdf",NA,NA,"Third-party-checked","B+","Not Used",NA,"No","Private company","Listed","No","No","No","No","No","Yes","Engineering firm","Other","No","Entire sustainability report","Reasonable/ High","Yes","No","No","No",NA,NA,NA,NA,NA,NA
"255","IBERIA AIRLINES OF SPAIN","Large","Aviation","Spain","OECD","Europe","10-9-2015","Memoria de Responsabilidad Corporativa 2011",2012,"GRI - G3","https://www.unglobalcompact.org/system/attachments/18233/original/2011_Memoria_RSC_Iberia_con_carta.pdf","https://www.unglobalcompact.org/system/attachments/18233/original/2011_Memoria_RSC_Iberia_con_carta.pdf?1351151955",NA,"Third-party-checked","A+","Not Applicable",NA,"No","Private company","Non-listed","No","Yes","No","No","Yes","Yes","Small consultancy/ boutique firm","AENOR","No","Not specified","Not specified","No","No","No","No",NA,NA,NA,NA,NA,NA
"256","Incheon Airport IIAC","Large","Aviation","Korea, Republic of","OECD","Asia","17-9-2012","IIAC Social Responsibility Report 2012",2012,"GRI - G3.1",NA,"http://www.airport.kr/iiacms/pageWork.iia?_scode=C1402030109#popup",NA,"GRI-checked","A+","Airport Operators",NA,"No","State-owned company","Non-listed","No","Yes","No","No","Yes","Yes","Accountant","Deloitte","Yes","Entire sustainability report","Limited/ Moderate","Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,NA
"257","Internationale Luchthaven Oostende-Brugge","SME","Aviation","Belgium","OECD","Europe","29-4-2013","Duurzaamheids en Jaarverslag 2011",2012,"GRI - G3.1","http://www.vlaanderen.be/nl/publicaties/detail/internationale-luchthaven-oostende-brugge-duurzaamheids-en-jaarverslag-2011","http://www.vlaanderen.be/nl/publicaties/detail/internationale-luchthaven-oostende-brugge-duurzaamheids-en-jaarverslag-2011",NA,"GRI-checked","B+","Airport Operators",NA,"Yes","State-owned company","Non-listed","No","No","No","No","No","Yes","Engineering firm","Other","Yes","Entire sustainability report","Reasonable/ High","No","No","Yes","No",NA,NA,NA,NA,NA,NA
"258","ITP (Industria de Turbo Propulsores)","Large","Aviation","Spain","OECD","Europe","12-10-2012","Sustainability Report 2011",2012,"GRI - G3","http://static.globalreporting.org/report-pdfs/2012/5c27514a532fb5a9c9c2963752938762.pdf","http://www.itp.es/web/Sec_PL/wf_paginaPlana.aspx?idReg=232&idMenu=359&idSubMenu=369",NA,"Self-declared","B","Not Applicable",NA,"Yes","Private company","Non-listed","Yes","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"259","KAC (Korea Airports Corporation)","Large","Aviation","Korea, Republic of","OECD","Asia","3-4-2013","Corporate Sustainability Report 2012",2012,"GRI - G3.1","http://www.airport.co.kr/mbs/www/jsp/file/Sustainablity_Report_English(2011).pdf","http://www.airport.co.kr/mbs/kaceng/jsp/board/list.jsp?id=kaceng_030100000000&boardId=174248",NA,"GRI-checked","A+","Not Used",NA,"No","State-owned company","Non-listed","Yes","Yes","No","No","Yes","Yes","Small consultancy/ boutique firm","Other","Yes","Entire sustainability report","Limited/ Moderate","Yes","No","No","No",NA,NA,NA,NA,NA,NA
"260","Korean Air","Large","Aviation","Korea, Republic of","OECD","Asia","27-3-2013","2012 Sustainability Report",2012,"GRI - G3.1",NA,NA,NA,"Third-party-checked","A+","Not Used",NA,"No","Private company","Listed","Yes","No","No","No","Yes","Yes","Small consultancy/ boutique firm","Other","Yes","Entire sustainability report","Reasonable/ High","Yes","No","No","No",NA,NA,NA,NA,NA,NA
"261","LATAM Airlines Group","MNE","Aviation","Chile","DAC-UMICT","Latin America & the Caribbean","7-1-2013","Un Pasaje al futuro: Reporte de sostenibilidad 2011",2012,"GRI - G3.1","http://www.lan.com/files/sostenibilidad/2011/reporte_sostenibilidad_2011.pdf     http://www.lan.com/files/sostenibilidad/2011/sustainability_report_2011.pdf","http://www.lan.com/sitio_personas/minisitios/sostenibilidad/reporte_sostenibilidad_2011/index.html",NA,"GRI-checked","B+","Not Applicable",NA,"No","Private company","Listed","No","No","Yes","No","No","Yes","Accountant","Deloitte","No","Entire sustainability report","Limited/ Moderate","No","No","No","No",NA,NA,NA,NA,NA,NA
"262","Latécoère","MNE","Aviation","France","OECD","Europe","16-6-2017","Registration Document 2011",2012,"Non - GRI","http://www.latecoere-group.com/wp-content/uploads/pdf/EN/Financial-Report/Financial-Report_2011.pdf",NA,NA,NA,NA,NA,NA,NA,"Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"263","Lufthansa Group","MNE","Aviation","Germany","OECD","Europe","12-8-2012","Balance 2012",2012,"Non - GRI","http://verantwortung.lufthansa.com/fileadmin/downloads/en/LH-sustainability-report-2012.pdf","http://presse.lufthansa.com/en/service/order-service.html",NA,NA,NA,NA,NA,"No","Private company","Listed",NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"264","Malaysia Airports","MNE","Aviation","Malaysia","DAC-UMICT","Asia","10-10-2014","Sustainability Report 2011 - Clear Horizons",2012,"GRI - G3.1","http://www.malaysiaairports.com.my/sustainability/clear_horizons.pdf",NA,NA,NA,"Undeclared","Airport Operators",NA,"No","Private company","Listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"265","Manchester Airport Group (MAG)","Large","Aviation","United Kingdom of Great Britain and Northern Ireland","OECD","Europe","7-9-2012","Corporate Social Responsibility Report 2011/12",2012,"GRI - G3.1","http://www.magworld.co.uk/magweb.nsf/alldocs/C814944DF3A9D9848025748E0052BC63/$File/Corporate+Social+Responsibility+Report.pdf","http://www.magworld.co.uk/magweb.nsf/Content/sustainabledevelopment",NA,"GRI-checked","A+","Airport Operators",NA,"No","Public institution","Non-listed","No","No","No","No","No","Yes","Engineering firm","SGS","No","Specified section(s)","Limited/ Moderate","Yes","No","No","No",NA,NA,NA,NA,NA,NA
"266","MTU Aero Engines","MNE","Aviation","Germany","OECD","Europe","26-6-2013","Sustainability Report 2011",2012,"GRI - G3.1","http://www.mtu.de/fileadmin/EN/1_Company/4_Corporate_Responsibilty/Reports/Sustainability_Report_2011.pdf","http://www.mtu.de/en/company/sustainability/index.html",NA,"Self-declared","B","Not Applicable",NA,"No","Private company","Listed","No","Yes","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
"267","Mumbai International Airport","Large","Aviation","India","DAC-LMICT","Asia","5-10-2012","The Sustainability Report 2012",2012,"GRI - G3.1",NA,NA,NA,"GRI-checked","A","Airport Operators",NA,"No","Partnership","Non-listed","No","No","No","No","No","No",NA,NA,"No",NA,NA,"No","No","No","No",NA,NA,NA,NA,NA,NA
